"sc-9a1a1d31-3","sc-da9d5f14-0","sc-e3ea776e-1","sc-e3ea776e-3"
"Client de laredoute.fr","il y a 3 jours","aucune cohérence sur la taille
j'ai commandé une taille S pour ce pull alors que je fais une taille M. Il taille comme un L voir plus. J'avais déjà eu une mauvaise expérience auparavant pour la même raison. Malgré ma précaution, le résultat est pire encore",""
"Client de laredoute.fr","il y a 10 jours","on m'a annulé une commande sans raison et on devait me rembourser. A deux reprises au téléphone on m'a dit qu'on devait me rembourser et depuis le 25 septembre je n'ai toujours pas eu mon remboursement soit plus d'un mois après l'annulation de ma commande",""
"Client de laredoute.fr","il y a 13 jours","Bonjour,
vous vous trompez de colis, vous m'envoyez une mauvaise commande et vous ne remboursez pas la totalité de mes frais. C'est moi qui me retrouve à payer 5 euros de frais de livraison pour votre erreur ! Plus jamais, je ne commanderai sur votre site","erreurs de votre part et je paye les frais de livraison"
"Client de laredoute.fr","2 oct. 2023","J'ai commandé beaucoup d'articles, ils ont tous été mis dans un sac en plastique donc le sac s'est déchiré car il était beaucoup trop fragile pour contenir autant de produits. Maintenant je n'ai plus de contenant pour renvoyer ce qui ne me correspond pas","Emballage colis catastrophique"
"Client de laredoute.fr","25 sept. 2023","Les draps achetés étaient marqués ""repassage facile"" ce qui n'est pas du tout le cas. Sans produits spéciaux avec amidon impossible de venir à bout des plus. Moi qui cherchait des draps à laver, sécher et remettre immédiatement, cela s'avère impossible.","Qualité ne correspond pas à la description"
"Client de laredoute.fr","7 oct. 2023","J'ai bien reçu en temps et en heure mes colis de la redoute. Pour le partenaire j'attends toujours. Et après avoir envoyé une mail pour changer l'adresse de livraison. Je n'ai toujours pas de nouvelles. C'est dommage, une perte de temps et de confiance.","Mauvais partenariat…"
"Client de laredoute.fr","2 oct. 2023","L’offre d’achat n’est pas claire et je dois donc maintenant acheter le complement. 
« Livraison gratuite » … sauf pour beaucoup d’articles. Il faut alors payer la livraison. Bref le « lit complet en promotion » devient cher et banal. Expérience negative",""
"Client de laredoute.fr","4 oct. 2023","Livraison catastrophique, créneaux imposés et décalés par le transporteur sans mon avis et sans notification, impossibilité de les joindre en direct, créneau horaire fixe quel que soit le jour … Bref catastrophique il faudrait changer de transporteur",""
"Client de laredoute.fr","il y a 2 jours","Bonjour,

Je trouve qu'il est dommage que lorsque la livraison est divisée en plusieurs commandes, ces dernières ne puissent pas être livrées au même endroit. Nous avons par ailleurs été agressés par un des livreurs. Nous ne passerons plus commande.","Problèmes liés à la livraison"
"Client de laredoute.fr","il y a 11 jours","mon dernier achat sur le site était plus cher que ce même article la veille, mais je n'ai jamais pu accéder à la rubrique LIVRAISON!!!, j'ai d'ailleurs appelé le jour de ma commande pour le signaler , et ce n'est pas la première fois que cela arrive",""
"Client de laredoute.fr","il y a 6 jours","J'ai demandé une livraison dans mon point relais à 100 m à pied 
Et pour X raison il à été livré à 1h de chez moi en voiture sans compter le parking souterrain et les 500 m à faire à pied avec le colis un peu volumineux dans l'intra muros de Nîmes","J'ai demandé ma livraison dans mon point relais"
"Client de laredoute.fr","il y a 7 jours","J'ai commandé une taie d'oreiller couleur eucalyptus et ai reçu une taie verte, sans être prévenue, rupture de stock je peux le comprendre, pas le mensonge par omission, des fois que je ne l'aurais pas vu... Horreur d'être prise pour une imbécile.",""
"Client de laredoute.fr","4 oct. 2023","La livraison.... annoncée a mon domicile par 2 mails a un jour d écart mais jamais arrivé c est en allant sur le site de chronopost que j' ai découvert que mon colis m'attendait dans un relai colis ... sans aucune information de qui que ce soit",""
"Client de laredoute.fr","il y a 4 jours","Je commande un jean taille 34 et reçois un jean taille 46 !!!! Envoyez vos salariés chez l’opticien … Pour ce qui me concerne j’ai dû faire plus de 40kms pour le retour de ce vêtement. Je crois que je ne commanderai plus jamais à vos services.",""
"Client de laredoute.fr","il y a 5 jours","J’ai acheté un article qui devait être livré à un relais colis près de chez moi. Finalement le colis a été livré à 2km de chez moi. 50’ aller/retour à pieds contre 5’ comme c’était prévu. Avec aucune explication du changement de relais colis !",""
"Client de laredoute.fr","il y a 13 jours","Merci de bien vouloir protéger davantage les articles qui passaient tout juste dans leur carton d'emballage. Heureusement que les livreurs ont été délicat cette fois ci... j'aurais pu me retrouver avec 2 appliques murales cabossée ou déchirées","Livraison rapide mais manque de protection dans le colis"
"Client de laredoute.fr","29 sept. 2023","Je suis satisfait de mes achats sauf que, depuis plusieurs jours, j'essaie d'obtenir la facture de mon dernier achat sans succès. J'ai envoyé plusieurs mails pour signaler le problème, sans réponse précise pour l'instant, donc sans solution.","Impossible de générer ma facture"
"Client de laredoute.fr","29 sept. 2023","Livrer les colis au relais demandé. On m’a livré dans un relais d’une autre ville.
N’étant pas véhiculé, je n’ai pas pu récupérer ma commande.
De plus, impossible d’avoir un contact téléphonique.
Je ne sais pas, maintenant où est ma commande",""
"Client de laredoute.fr","28 sept. 2023","La couleur des surfaces extérieures de la commode n’est pas fidèle aux photos, puisqu’elle est a priori teintée. 
Le produit est arrivé abîmé sur un angle. Heureusement le service après vente reste toujours au top pour trouver des solutions.","Avis mitigé !"
"Client de laredoute.fr","il y a 12 jours","Bonjour, pour une même taille les articles sont normaux, très grands ou très petits. Je regrette que vous ne précisiez pas que les articles taillent grand, petit, normal. C’est un détail donné par d’autres marques qui est très appréciable.","Taille des vêtements"
"Client de laredoute.fr","il y a 6 jours","J’ai commandé des bottines pluie noir et elles sont arrivés couleur léopard, je les ai retourné et donc recommandé et aujourd’hui le colis est arrivé dans un autre relais colis (à Malakoff alors que j’en avais sélectionné un à Paris).","2 envoies 2 erreurs !"
"","il y a 6 jours","Bonjour, j'ai bien aimé la qualité du vêtement, je déplore toutefois que la fermeture à glissière ait été positionnée comme si le jean était destiné à un homme, ceci est très perturbant, Anne Weyburn nous a habitués à plus de vigilance","Déçue, erreur de positionnement de la fermeture à glissière"
"Client de laredoute.fr","il y a 11 jours","Le meuble que j'ai commandé est arriver cassé, et pas qu'un peu... Le sevice de livraison devrait pouvoir verifier avec le client si il y a un dommage à l'interieur et avoir la possibilité de le revoyer dans la foulé si c'est le cas.","meuble cassé"
"Client de laredoute.fr","il y a 6 jours","20€ sur 50€ d'achat
Parcours du combattant pour trouver les articles concernés on laisse tomber 
Je demande une livraison à un point relais
C'est livré dans un autre point relais a 6 km du 1er
Bref la redoute et moi c'est terminé ! !!","Pas content du tout"
"Client de laredoute.fr","3 oct. 2023","Beaucoup de temps pour la réception des produits. Deux livraisons à deux jours d’intervalle avec un gros retard sur la seconde. Résultat deux demi-journée prises pour réceptionner deux colis qui auraient pu être livré le même jour.","Produit ok, mais livraison pas du tout étudiée. Un vrai problème."
"Client de laredoute.fr","26 sept. 2023","ma commande n'a toujours pas été livrée, après 2 prises de rendez-vous non honorées par relais colis, sans prévenir, et maintenant c'est très compliqué pour moi de trouver quelqu'un pour la réceptionner... si elle arrivait un jour.","gros problème de livraison"
"Client de laredoute.fr","25 sept. 2023","Le point relais choisi étant soit disant inaccessible, mon colis a été dirigé vers un autre point relais,  sans que l’on le demande mon avis ! Il était plus loin et m’obligeait à utiliser la voiture … donc c’est une grosse ratée !","Le point relais modifié sans mon avis"
"Client de laredoute.fr","22 sept. 2023","Je n’ai pas reçu le bon article et j’ai dû le renvoyer moi même en me déplaçant en point relais alors que j’avais choisi de me faire livrer chez moi pour des raisons pratiques. Aucun dédommagement évidemment. Je ne commanderai plus.",""
"Client de laredoute.fr","il y a 8 jours","La couleur des draps reçus ne correspond absolument pas aux images publiées sur le site.
La couleur terre de sienne est beaucoup plus claire et rosée que ce qui est montré sur le site, où elle apparaît comme une couleur marronnée.",""
"Client de laredoute.fr","il y a 12 jours","Je ne peux pas changer la taille de mon vêtement qui est trop grand, sans devoir payer le vêtement un prix supérieur à la commandé initiale !
Je peux retourner l'article sans problème mais pas l'echanger simplement au même prix !","Changer la taille de mon vêtement"
"Client de laredoute.fr","il y a 2 jours","choisissez mieux les marques, en marketplace. je vous fait confiance en passant par votre site donc je suis fort mécontente quand zodio (par exemple)m'envoie des produits cassés et n'est pas fichus de m'en renvoyer à domicile.",""
"Client de laredoute.fr","23 sept. 2023","Commande de qualité mais malgré avoir signalé plusieurs fois que je voulais l'enlèvement de mon vieux matela lors de la livraison du nouveau, le livreur n'avait pas eu l'info, me voilà donc avec un gros matela sur les bras...","Service de livraison à revoir."
"Client de laredoute.fr","il y a 11 jours","Commande passée, colis reçu
Dans mon colis ce n’était pas l’article demandé je commande un sweat je reçois un pantalon
C’est à moi de faire le retour, de commander à nouveau, et de payer sans avoir été remboursé de l’erreur",""
"Client de laredoute.fr","23 sept. 2023","Article arrivé endommagé. Je viens de le renvoyer. Je dois attendre 15 j pour le remboursement ! 
Je l ai recommandé directement sur le site Web de la marque où le produit est moins cher et  la livraison à domicile gratuite.",""
